0		18.5		19.87
1.663194444		19		19.87
2.770833333		18.25		19.87
3.877314815		18.75		19.87
4.990740741		18.75		19.87
6.101851852		19		19.87
7.211805556		19.25		19.81
8.362268519		19.25		19.87
9.452546296		19		19.87
10.57060185		19.5		19.87
11.67939815		19.75		19.87
12.79976852		19.5		19.81
13.90740741		19.5		19.87
15.02199074		19.5		19.87
16.12384259		19.75		19.87
17.23263889		19.75		19.87
18.34722222		20		19.81
19.49537037		20.25		19.87
20.60763889		20.25		19.81
21.71875		20.25		19.81
22.82523148		20.75		19.87
23.94097222		20.75		19.81
25.06018519		20.75		19.87
26.1724537		21		19.81
27.27777778		20.75		19.87
28.3900463		20.75		19.87
29.50115741		21		19.87
30.6087963		21		19.81
31.72337963		21		19.81
32.83217593		21		19.81
33.94560185		21.5		19.81
35.05555556		21.5		19.81
36.20833333		21.25		19.81
37.32175926		21.75		19.81
38.43171296		21.75		19.81
39.5474537		21.75		19.81
40.65162037		21.75		19.81
41.7650463		21.75		19.81
42.88310185		21.75		19.81
43.98958333		21.25		19.81
45.30092593		22.25		19.81
46.48842593		22		19.81
47.59953704		22.25		19.87
48.71527778		22		19.81
49.82523148		21.75		19.81
50.93634259		22		19.81
52.04282407		22		19.81
53.15625		22		19.81
54.26273148		22		19.81
55.40509259		22.25		19.81
56.51736111		22.5		19.81
57.62962963		22.25		19.75
58.74421296		22.5		19.81
59.8599537		22.5		19.81
60.96990741		22.5		19.81
62.0787037		21.75		19.75
63.25810185		22.5		19.81
64.41666667		22.75		19.81
65.50925926		22.5		19.75
66.64467593		23		19.81
67.76388889		23		19.75
68.87615741		23.25		19.75
69.97453704		23		19.75
71.08449074		23.25		19.75
72.19212963		23.5		19.75
73.31365741		23.5		19.75
74.42592593		23.75		19.75
75.54398148		24		19.81
76.65740741		24		19.69
77.78587963		24		19.69
78.90393519		23.75		19.69
80.13541667		24.25		19.75
81.28935185		24.25		19.62
82.64351852		24.75		19.69
83.79513889		24.5		19.62
84.89467593		24.5		19.62
85.99074074		25		19.62
87.1875		24.5		19.62
88.2962963		24.5		19.56
89.41087963		24.25		19.56
90.75		24.75		19.5
91.87731481		24.5		19.44
93.0625		24.75		19.44
94.17824074		24.5		19.37
95.29398148		23.75		19.37
97.23958333		24.75		19.37
98.51273148		24.5		19.25
99.62152778		24.5		19.25
100.7337963		24.25		19.19
101.8472222		24.25		19.19
102.9988426		24.5		19.19
104.1099537		24		19.12
105.693287		24.75		19.06
106.9236111		24.5		19.06
108.0335648		24.25		19
109.1840278		24.5		19
110.2893519		24.5		19
111.3981481		24.5		18.94
112.5115741		24.25		18.94
113.6238426		24.25		18.94
114.7349537		24.25		18.94
115.8449074		24.25		18.87
116.9606481		24.25		18.87
118.1168981		24.5		18.81
119.224537		23.75		18.81
120.337963		23.75		18.94
121.4467593		23.75		18.87
122.5625		23.75		18.87
123.6736111		24		18.87
124.7824074		23.5		18.75
125.8946759		23		18.81
127.0069444		23		18.75
128.1215278		22.5		18.81
129.2303241		22.75		18.75
130.380787		23.25		18.75
131.5300926		23.5		18.75
132.6053241		23		18.69
133.7152778		23		18.69
134.8645833		23.25		18.69
135.9803241		23		18.75
137.0868056		23		18.75
138.1944444		23.25		18.69
139.3009259		23.5		18.69
140.4155093		23.5		18.62
141.53125		23.75		18.69
142.6481481		24		18.69
143.7534722		24.25		18.56
144.8622685		24.25		18.56
146.0173611		24.5		18.56
147.1319444		24.5		18.56
148.2407407		24.5		18.56
149.3472222		24.25		18.56
150.6967593		24.75		18.56
151.8449074		24.5		18.62
152.9560185		24.25		18.62
154.1064815		23.75		18.62
155.2164352		23.5		18.75
156.6805556		24.25		18.75
157.8738426		23.75		18.69
158.9814815		23.75		18.81
160.0972222		24		18.87
161.2071759		23		18.75
162.3159722		22.75		18.87
163.4699074		23.25		18.94
164.6631944		23.75		18.94
165.7766204		23.5		18.87
166.9178241		23		18.94
168.0266204		23.25		18.94
169.1331019		23.25		18.94
170.2418981		23.25		19
171.4351852		23.75		19
172.5810185		23		18.94
173.7361111		23.5		18.94
174.9699074		24		19
176.1203704		23		18.94
177.2685185		23.5		19
178.4201389		23		19.06
179.7662037		23.75		19.06
180.9479167		23.25		19.06
182.7268519		24.25		19.12
183.9930556		23.75		19.06
185.21875		24.25		19.12
186.3715278		24		19.06
187.4884259		24.25		19.06
188.6365741		24		19.06
189.7141204		24.25		19.12
190.8587963		23.75		19.12
192.3645833		24.5		19.25
193.5543981		24.5		19.12
194.6666667		24.25		19.25
195.7777778		24.25		19.25
196.8842593		23.5		19.25
197.9918981		23.5		19.37
199.2280093		24		19.37
200.375		24		19.37
201.4884259		24.25		19.37
202.6296296		24		19.44
203.7037037		24		19.44
205.0196759		24.5		19.44
206.1701389		24		19.44
207.2766204		24		19.5
208.3900463		24.25		19.56
209.5081019		24.25		19.56
210.6643519		24.5		19.56
211.8159722		24.75		19.62
212.9652778		24		19.62
214.0752315		24		19.62
215.1886574		23.75		19.69
216.4247685		24.25		19.81
217.6134259		24.5		19.75
218.7268519		24.25		19.81
220.0752315		24.75		19.81
221.2256944		24.25		19.81
222.3460648		24.5		19.81
223.4618056		24		19.87
224.5729167		24.25		19.87
225.7164352		24.5		19.87
226.8645833		24.25		19.94
227.9722222		23.75		19.94
229.0856481		24		20.06
230.1956019		24		20
231.306713		23.5		20
232.4270833		23.75		20.12
233.5439815		23.75		20.12
234.6574074		23.5		20.19
235.7638889		23.5		20.19
236.8703704		23.75		20.19
237.9768519		23.5		20.19
239.0868056		23.75		20.19
240.2037037		23.5		20.25
